ID,Username,Gender,Height,Weight,Home
C11169,avercolitu9,Male,68.43957627,190.8156844,Rural
C11170,batswirlww,Female,63.802595,127.808694,Rural
C11171,Viscosas3,Male,68.05883702,187.7790754,Rural
C11172,jboehler0l,Female,59.04702854,111.707369,Rural
C11173,nubeiro3p,Female,62.86579025,112.8969339,Urban
C11174,janice08xs,Female,64.2805042,162.2989961,Rural
C11175,straffrig7,Male,73.53028481,222.9259167,Rural
C11176,portafolio6i,Male,64.48402419,164.6464698,Rural
C11177,bbearse3l,Male,67.94278509,185.0096096,Urban
C11178,penjalaep,Male,65.07775246,177.715215,Urban
C11179,shootzy3589z9,Female,58.21164993,77.5237739,Rural
C11180,snellezza11,Male,70.77641476,203.2411923,Urban
C11181,fokuspunt3d,Male,71.47138723,192.9291071,Urban
C11182,roonytunesy0,Male,72.41072676,210.3640911,Urban
C11183,dobisgirl22we,Male,70.8468214,196.30631,Urban
C11184,Banatomnr,Male,68.48916396,182.3314872,Urban
C11185,klikkeru7,Female,65.33972495,161.4316575,Rural
C11186,iyabunalw,Male,68.12276836,196.4144153,Urban
C11187,ongwevumw,Female,65.19097952,158.7789357,Rural
C11188,Sopotni64,Female,63.49730372,146.2294359,Urban
C11189,thoraxcj,Male,70.86380037,185.4227779,Urban
C11190,Dioraop,Female,63.80148415,144.9644863,Urban
C11191,justxonexmorel2,Male,66.45689878,166.6846488,Urban
C11192,egresifdd,Male,68.76436014,185.9347782,Rural
C11193,scalerama,Female,64.16787074,143.4132533,Urban
C11194,soleilnoir5y,Female,58.70723577,120.253512,Urban
C11195,conversavoipyr,Female,61.24582794,102.9180335,Urban
C11196,5cparadigme3g,Female,67.29725385,161.6447621,Urban
C11197,lanuxefb,Male,68.99254357,193.7549909,Urban
C11198,nicozblogmw,Male,68.86875033,178.8188277,Rural
C11199,austorion3,Male,67.78879933,173.6430404,Urban
C11200,pohnoutav,Male,73.79893605,211.7641408,Rural
C11201,porc2sfq,Female,64.94254533,135.3871538,Rural
C11202,kumuntuvn,Male,67.6758559,179.2992321,Urban
C11203,magatwanamt,Male,67.83000134,172.776569,Urban
C11204,Fazarisy,Male,68.55835352,191.0889397,Urban
C11205,ribolovomuw,Male,69.56923538,182.8665632,Rural
C11206,ubungeleaz,Male,64.0683621,147.1971904,Rural
C11207,Buddhistuj,Male,61.0744871,122.6801118,Rural
C11208,eluen2r,Male,68.72052925,195.6701715,Rural
C11209,hajnca6n,Male,68.31467564,186.6321853,Urban
C11210,galihorcbn,Female,58.06155297,113.0607203,Urban
C11211,nhorretzbe,Male,67.74470694,176.2647355,Rural
C11212,Putrueleg2,Male,70.47554358,197.8947574,Urban
C11213,Streitzwu,Female,64.64806889,127.9707738,Urban
C11214,bmxxltg,Female,66.19434998,167.7347035,Rural
C11215,Kekeleyomq,Female,66.53849386,164.161857,Rural
C11216,shelrebel4w,Female,65.06514463,156.1631269,Urban
C11217,rentradas6c,Female,63.08878949,125.8670807,Urban
C11218,zambucarze,Male,70.89251934,201.4180366,Urban
C11219,woollaExteltybz,Male,70.56218873,181.1863709,Urban
C11220,exportedyu,Male,70.43570141,186.8091992,Rural
C11221,reflamborb3,Male,68.94003925,171.9103352,Rural
C11222,Tasegiansj,Female,61.59336217,109.450018,Rural
C11223,Stabambulty18,Male,69.47458176,177.3439177,Rural
C11224,kdragonsblog2v,Male,68.43166034,166.1145086,Urban
C11225,juchuxi,Female,63.02420503,134.0081362,Rural
C11226,bemoand4,Male,69.26982929,175.0468418,Urban
C11227,skrunitevuj,Male,69.41066208,180.7182577,Rural
C11228,orffennan0t,Female,68.73341489,153.723006,Rural
C11229,ffotostat5t,Male,72.71761271,210.3653615,Urban
C11230,pudiente85,Male,71.6355007,200.7553203,Urban
C11231,Rohkaffeekn,Female,62.72302427,121.7220903,Urban
C11232,rozszytyex,Male,69.04386662,181.377015,Urban
C11233,Zinatogn,Male,73.04231691,212.3489645,Rural
C11234,flaytechpc,Male,65.67839007,163.1420518,Rural
C11235,agonalece,Male,65.33407494,183.7696054,Rural
C11236,Zborovqm,Female,61.01952756,114.3877931,Urban
C11237,haksumikxv,Male,71.08480384,178.5354901,Rural
C11238,ep4tlt7,Male,69.3804995,192.7598755,Rural
C11239,blogdeljazzj8,Male,67.60605862,180.2548158,Urban
C11240,Liaimaabsorbz,Male,70.92912508,203.3704632,Rural
C11241,hopetallu7,Female,62.96099888,137.245972,Rural
C11242,fyl5k,Male,71.58255465,207.924949,Rural
C11243,no1likejewelzkn,Female,67.54666331,150.8878695,Rural
C11244,Becia8e,Female,65.93552467,135.9267252,Urban
C11245,portowiecl5,Male,72.55682493,215.2820067,Rural
C11246,oh2y4oj,Female,61.9231579,130.9067037,Rural
C11247,BomibeisteBicm7,Female,60.68616746,114.0468281,Urban
C11248,pernote5d,Male,66.48159749,165.5890975,Urban
C11249,innhentehw,Female,63.53353851,130.4291487,Urban
C11250,avianta6g,Male,68.10610907,187.4200909,Urban
C11251,Zoccoloni3c,Female,65.53746312,149.2941826,Rural
C11252,elitepj5,Female,62.23071362,108.1920028,Urban
C11253,tiefrotij,Male,69.60643732,184.6441568,Rural
C11254,letterinan7,Female,66.55389802,150.0168761,Rural
C11255,be5l4as0p,Male,66.35174153,160.3727387,Urban
C11256,strykmesx5,Male,71.988627,203.6198922,Urban
C11257,ridilehx,Female,62.68903383,122.9982616,Urban
C11258,couleuvrineu7,Female,67.71123154,145.4084463,Urban
C11259,rogatiuzi,Female,64.12109804,161.6363779,Urban
C11260,adarmognovae0,Male,69.98234409,176.4649261,Rural
C11261,loupblanc049t,Male,68.9744814,192.12988,Rural
C11262,Otisu8k,Female,64.12314824,144.457759,Rural
C11263,burgerbeckyu4,Female,61.30003103,115.0289952,Urban
C11264,sefsofPouchry,Female,62.1148664,145.3373594,Urban
C11265,rietpyp10,Female,61.7595465,131.0222304,Urban
C11266,znajden13,Male,66.8672457,166.3981217,Rural
C11267,asserianmy,Male,67.28152686,174.974136,Urban
C11268,snut02,Female,64.92201119,126.6973432,Rural
C11269,gwynalicem1,Female,63.06073505,133.943537,Urban
C11270,sarahagardjr,Female,66.83024309,165.352733,Rural
C11271,bincu1h,Female,64.86994235,144.2269866,Rural
C11272,perifeer7h,Male,66.57488673,163.2412547,Rural
C11273,Aiguadertx,Female,63.82603844,149.369119,Urban
C11274,ganapatisj,Female,61.75315958,113.0062574,Urban
C11275,Kamalichil,Male,64.72961551,161.9524312,Urban
C11276,omgitsjamievv,Female,63.84228297,129.3820829,Rural
C11277,pompierscwdy,Female,63.44324993,134.8920078,Urban
C11278,Buzzottayu,Female,67.15275578,149.0243367,Rural
C11279,clorurez6z,Female,62.54007732,139.4786439,Urban
C11280,mannahaldv5,Male,70.07731509,216.6242072,Rural
C11281,Negusi0,Male,68.22485977,186.1972499,Rural
C11282,joetheguya5,Male,70.2091372,193.953121,Urban
C11283,Zestedrots1,Female,62.9675197,124.8106951,Rural
C11284,winwiniegk,Female,60.5977271,106.969692,Urban
C11285,bresbyterok,Male,71.5224187,194.2642644,Urban
C11286,thryler1o,Male,71.06690628,184.2792458,Rural
C11287,flatejava5b,Female,64.34136048,128.6315004,Urban
C11288,spealaim94,Female,68.78656612,168.944931,Urban
C11289,maczupiarg,Male,71.25062398,209.4821247,Urban
C11290,Sandaljg0,Female,61.91225408,136.4942147,Urban
C11291,fagaleeo,Male,69.57691046,182.8887134,Rural
C11292,Arirtuali55,Male,71.75147642,198.1190658,Rural
C11293,rajatii0,Male,71.28444139,199.6353266,Urban
C11294,Ramasantf,Female,62.21584207,133.6151543,Rural
C11295,ol2g3uxb,Female,61.54253256,118.037046,Urban
C11296,ftprnts1m5,Female,64.63750197,156.9132399,Rural
C11297,buffyx3o,Female,68.98446841,157.3250412,Rural
C11298,kovitlacu9f,Male,71.23796819,208.4940808,Urban
C11299,negerlandvv,Female,63.85368367,145.825608,Urban
C11300,delvalle818vy,Female,69.37973489,177.7000437,Urban
C11301,Hosenartkz,Female,63.46175898,115.8639321,Rural
C11302,odgonetnixr,Female,63.0419971,122.0872455,Rural
C11303,starpilotwe,Female,61.70629215,124.812241,Rural
C11304,missucesosjx,Female,65.92813228,139.5133521,Rural
C11305,Tugalarlaccofod,Male,66.31226113,168.3740713,Urban
C11306,bikeboydk7d,Female,66.32392245,153.2200429,Rural
C11307,erbetay9,Female,64.42810594,141.2144702,Rural
C11308,Brochiero5p,Male,66.26282004,162.7795834,Rural
C11309,W8JR7t,Male,69.88530113,185.729441,Rural
C11310,kaszaperi5g,Male,71.9418368,198.6726975,Urban
C11311,Arztrechtpw,Female,55.14855736,88.81241211,Urban
C11312,pausekaorit3,Male,65.54251432,168.3000293,Urban
C11313,llibertat70,Female,62.21184244,114.8507623,Rural
C11314,scimitarbq,Male,68.1440328,192.3439766,Urban
C11315,endorgarsn,Female,64.50224544,134.0454921,Urban
C11316,lusereges1c,Female,71.07045123,182.0835803,Urban
C11317,palisz7,Male,71.11908757,174.5523441,Urban
C11318,cheerlover94u5,Female,59.46425906,111.7105182,Urban
C11319,umotalitr,Male,66.25471359,179.2525819,Urban
C11320,glapauteq4,Female,61.70712143,128.7578932,Rural
C11321,acabirra,Male,71.44370566,185.6627413,Urban
C11322,punkclimbr0,Female,61.2176125,124.5237858,Urban
C11323,baburfs,Male,73.52598433,214.9664592,Rural
C11324,Driggirtywq,Female,65.47098965,155.5804399,Rural
C11325,kleurdernt,Female,66.38605635,159.412699,Rural
C11326,bultYinsusseng2,Female,64.96414662,125.8200715,Urban
C11327,Boutin9c,Female,64.12060981,125.3903909,Rural
C11328,udbovskib8,Female,61.2369878,114.1607464,Urban
C11329,caiusflammaekl,Male,71.43330454,196.380704,Rural
C11330,trnovituwc,,65.63738745,162.6057287,Urban
C11331,aumentanir,Female,63.9575827,118.8929568,Urban
C11332,polinisr3,Male,67.17137404,158.3687632,Rural
C11333,ddiwelon,Female,63.18299018,147.9974155,Urban
C11334,fosilhlu,Male,68.16423277,191.8302347,Rural
C11335,gewikkeldb1,Male,66.88824948,174.0868757,Urban
C11336,Premana42,Female,64.41892161,141.1805504,Rural
C11337,puech7t,Male,68.63976982,203.0058961,Rural
C11338,choneouff14,Female,64.64943224,140.8962483,Urban
C11339,vaikuotas5u,Male,71.45193004,199.2344387,Rural
C11340,elmadjblog0q,Female,61.45843726,131.7007708,Rural
C11341,tne2s1zi8w,Female,62.26608471,134.3278919,Urban
C11342,redappw,Male,69.89303775,194.5328192,Rural
C11343,zrozen8o,Male,69.70225751,177.1490913,Rural
C11344,BepshoksCoofsf7,Male,70.41386903,184.2326617,Urban
C11345,Karaffineo1,Female,62.1458607,128.9679968,Urban
C11346,Randindizl5,Female,58.50382088,102.1244607,Urban
C11347,Kilefaitteews31,Male,69.13726936,196.5523243,Urban
C11348,gopisaum1,Male,66.00196773,165.1677228,Rural
C11349,xcutestuffx89yw,Male,69.07870673,204.2448734,Rural
C11350,mareeeah9d,Male,70.66024964,185.7550604,Rural
C11351,misukwanok2,Male,70.71040603,197.0608841,Urban
C11352,Tiernsquisefd,Female,63.8962242,112.4251377,Urban
C11353,bizanture,Male,65.23984541,167.4531722,Urban
C11354,cwriter121y,Female,66.33766058,141.3875319,Rural
C11355,Hochsinn9p,Male,66.11579969,171.3866592,Rural
C11356,mahnimako,Female,63.60048006,131.0408728,Rural
C11357,Delloliocd,Female,61.02916079,121.6383667,Rural
C11358,kaupina23,Male,66.99828973,189.8933425,Rural
C11359,kineaspt,Male,69.21201113,181.2140726,Urban
C11360,cydlifgw,Female,62.98418065,138.9240586,Rural
C11361,Elektorse,Female,61.79265733,107.4550663,Rural
C11362,zuregeln2w,Male,71.89704464,216.0530515,Urban
C11363,issamo84lg,Female,66.47256754,162.5809539,Rural
C11364,believeinfae0q,Male,65.96579505,186.2254307,Urban
C11365,TwefeSizeBemiij,Female,57.25811736,101.7141821,Rural
C11366,Gomisellitq,Male,69.76508744,199.0264276,Urban
C11367,wisdomdancerzr,Female,65.65295091,151.182098,Rural
C11368,minoseja6e,Male,72.13277787,184.1471888,Urban
C11369,trabantuqa,Male,68.06148727,168.5197631,Rural
C11370,ukuyofeba34,Male,70.10899043,184.1354362,Urban
C11371,Vignuzzikq,Male,69.55204142,186.9023127,Urban
C11372,skermsinsw3,Male,70.62786979,185.2469766,Urban
C11373,blasfemezo9,Male,66.91186328,166.9015146,Urban
C11374,roseofsandsx6,Female,65.49353009,134.9000069,Rural
C11375,awyrennaujn,Female,64.63467616,133.3949828,Urban
C11376,malena04255l,Female,63.45040176,133.515492,Rural
C11377,e3d4aghg,Female,62.45381561,132.6973172,Rural
C11378,Pravisanilu,Female,67.28135824,151.0068276,Rural
C11379,mom23redst2,Male,68.77985874,174.5793253,Urban
C11380,adelcachoxj,Male,66.91633531,175.2039346,Rural
C11381,papayuhanzh,Female,62.18768065,124.6068736,Rural
C11382,njegujtel0,Female,58.64461182,95.78796887,Rural
C11383,loicenespagnegn,Male,68.92333665,193.9273604,Urban
C11384,canalhasbm,Female,62.98077536,121.3226287,Urban
C11385,tatovimaiv,Female,63.52683564,131.8063333,Rural
C11386,wypartemu2r,Male,69.75483418,201.008548,Rural
C11387,cymhibaui8,Male,69.15777785,177.7239791,Urban
C11388,xnatxannex09,Female,62.10152012,145.4475672,Rural
C11389,Cifeinexypc,Male,69.49605945,203.3539004,Urban
C11390,Boineestakasenn,Male,68.93867924,178.2093014,Rural
C11391,ankstinazl,Male,70.47650533,197.0291787,Rural
C11392,ukazovati52,Female,63.91443166,131.5137046,Rural
C11393,aufliefyp,Female,65.8810596,129.0037552,Urban
C11394,knidlyfruindyrf,Female,61.52460529,125.0182329,Rural
C11395,elmangos13,Male,71.41147486,210.4306105,Rural
C11396,Zappola2q,Female,65.68804351,150.2714319,Rural
C11397,filmbazos3,Female,67.17827027,166.6013766,Rural
C11398,sweerlirmevefvj,Female,64.12266119,141.0519382,Urban
C11399,spermaticc2,Female,61.70557579,126.7872994,Rural
C11400,mumossk,Female,62.0733898,103.1410971,Urban
C11401,avariisxf,Female,62.1999501,127.2296066,Urban
C11402,Werebriendydn,Female,60.25932622,100.5852701,Urban
C11403,quessie28,Male,66.6952964,157.7281142,Rural
C11404,va2g1o2kuuc,Female,68.93769671,157.5376401,Urban
C11405,Imizimbawb,Female,61.07654165,131.3364435,Urban
C11406,Beaunnysarao5,Male,67.93550704,207.6838649,Rural
C11407,HaivaVazyl9,Male,69.76192984,188.9558325,Urban
C11408,Beneshy,Female,61.08637767,127.1665764,Urban
C11409,gyveno8r,Male,69.69168913,190.1458649,Urban
C11410,Alvilde9u,Male,70.54927972,191.3188108,Urban
C11411,Mett1b,Female,66.69736773,143.6245476,Urban
C11412,Hvastij96,Female,61.50910635,116.0657196,Rural
C11413,anelacionbi,Male,70.41895734,201.6730831,Urban
C11414,soepvleesks,Male,65.03838338,154.1047767,Rural
C11415,apsigirdoga,Male,66.37565644,175.6913553,Urban
C11416,hertoganshb,Female,65.12802351,150.1439763,Rural
C11417,lempamix3,Female,62.86732186,138.4390903,Rural
C11418,atenoradop0,Female,63.31341769,137.2769597,Rural
C11419,szidalom7t,Male,67.42751473,177.1153317,Rural
C11420,Leoneschitg,Female,57.78681941,106.8541166,Rural
C11421,Axensaunfc,Female,59.85024472,101.7161626,Rural
C11422,megabella47,Female,57.20794645,99.49482376,Urban
C11423,yosoylareinah6,Female,61.79188572,118.1663942,Rural
C11424,Fumianiu9,Female,65.03760715,140.1901888,Rural
C11425,elodbarkop,Male,74.51787603,201.9579717,Urban
C11426,suinigo8,Male,67.13344429,175.1523728,Rural
C11427,propustiml1,Female,66.67400215,162.3115061,Rural
C11428,zuzetvh,Female,57.99557143,95.91004289,Rural
C11429,BebyHedoPobre65,Male,69.49152342,185.6835857,Rural
C11430,ogosogoso3a,Male,65.70477385,160.203314,Urban
C11431,kritthvitn9,Female,64.15939075,136.8475981,Urban
C11432,ajudapra02217w,Male,69.56867239,200.7040517,Urban
C11433,plagudayu,Male,67.42124228,175.2139224,Rural
C11434,ausejo9a,Female,60.71778284,120.569576,Rural
C11435,umblesquiga,Male,68.18615715,184.0952374,Urban
C11436,dvokulysqe,Male,73.50183962,225.9722183,Urban
C11437,zaobljenwa,Male,67.52597275,175.4700212,Rural
C11438,lakicheun,Male,66.62168183,146.2308047,Rural
C11439,bonakoxn,Female,63.23806609,115.985361,Urban
C11440,popasena1p,Male,71.38257685,205.5457947,Urban
C11441,disbeme06b8,Female,65.58602868,125.9828884,Urban
C11442,trospemeemerbw4,Female,64.1200342,142.0538836,Urban
C11443,ginajang95xu,Male,67.42985418,175.1243663,Rural
C11444,lostgirl088kz,Female,64.31686633,143.8595692,Urban
C11445,jcmargueriteww,Male,67.20326642,185.4540072,Urban
C11446,Abammalorealsfo,Female,63.74110072,131.6879992,Rural
C11447,aargavskiw5,Male,71.73234272,198.6359763,Rural
C11448,Felicino6y,Female,62.70103375,121.771555,Rural
C11449,Snekerc2,Male,71.83446614,208.6932356,Rural
C11450,gehug3z,Male,70.85919069,184.4932506,Rural
C11451,armywifeanauz,Male,67.23126085,178.0730551,Urban
C11452,apelhar9n,Male,65.81494282,166.5836105,Rural
C11453,Arirtualir8,Female,63.99256524,134.353308,Urban
C11454,vuurvonk3j,Male,67.93686881,188.8840968,Urban
C11455,banhadlos31,Female,67.20063052,160.8998382,Rural
C11456,Stallgelduw,Male,66.66872691,157.4881832,Rural
C11457,PisuctOxistcu,Male,71.50044774,195.4760032,Rural
C11458,aseBabelelg,Male,72.09890444,207.5399095,Urban
C11459,bruiciabe6o,Male,68.54184169,180.3532255,Urban
C11460,Universum7s,Female,60.83217081,127.5324752,Urban
C11461,botha9g,Male,66.53435218,176.1892785,Rural
C11462,zverinjeuq,Female,64.96195881,113.7269679,Urban
C11463,musanhada5l,Male,70.23598436,196.4614135,Rural
C11464,Grecann,Male,72.92187099,209.7487989,Urban
C11465,afolairazj,Male,63.11825358,160.7567033,Urban
C11466,cegtic4,Male,66.46737814,180.7659086,Urban
C11467,Bileckij7,Female,60.71832443,124.4344068,Rural
C11468,lukkulega8u,Male,68.93034945,187.8013369,Urban
C11469,sbermkh,Male,69.35797636,200.9419157,Urban
C11470,diablotoadht,Male,71.28884387,190.0779984,Urban
C11471,doodsweettq,Female,64.82264546,142.6970393,Urban
C11472,1lei2g,Female,60.29870126,119.4833538,Urban
C11473,sqlpsykrest0n,Male,68.20554112,178.9052996,Rural
C11474,disparaycorrepe,Male,67.78938051,186.1190374,Urban
C11475,Rotmank5,Male,67.62447726,193.7697802,Urban
C11476,tornantq,Female,58.12602402,98.40285123,Urban
C11477,vi2ewbv,Female,62.78427635,109.0296902,Rural
C11478,n4grox5,Female,62.82690374,118.8514013,Urban
C11479,tijdbomvy,Female,63.02373338,139.2379098,Urban
C11480,posetilaci8,Male,69.11382842,184.3380819,Urban
C11481,oxitohefcotak,Female,60.58582038,112.599494,Urban
C11482,jorgelam6d,Female,68.01441732,149.7168499,Rural
C11483,nikhuluma3l,Male,75.07607647,229.2336713,Rural
C11484,retarded47a9,Male,72.4896554,198.5816982,Urban
C11485,Handi2m,Female,63.90466774,146.6922904,Urban
C11486,tiznar2g,Male,68.31206374,184.778848,Urban
C11487,Vratnemu5v,Male,68.76245756,196.2938059,Rural
C11488,hurtarlov6,Female,65.95284076,166.7712201,Urban
C11489,joseme9i,Male,71.77484122,212.6261023,Urban
C11490,tologirequ,Female,57.88297788,110.7259721,Urban
C11491,bokzila1j,Female,66.0386898,142.7557792,Rural
C11492,volzatcx,Male,69.33419779,199.9838909,Rural
C11493,lakichedt,Male,68.61092192,181.2305433,Rural
C11494,kukacosta,Male,69.76865284,199.6728427,Urban
C11495,no1mi2s1ew,Female,61.41542895,128.0295718,Rural
C11496,longetulu47,Female,66.89273656,161.0989821,Rural
C11497,blinkogieu6,Male,68.42939694,172.9153065,Rural
C11498,r4d5lqe,Female,62.41095164,127.0152261,Urban
C11499,daljnjai2,Male,70.42847374,199.1441775,Urban
C11500,Umyeniqq,Male,67.77967032,192.1997882,Rural
C11501,ethimemugg5,Female,64.83275222,136.4307282,Rural
C11502,HakReekstahps,Male,61.12182863,152.7911301,Urban
C11503,dwseason4gt,Male,68.99614537,180.3509244,Rural
C11504,tersera7f,Male,70.76472016,199.3230943,Rural
C11505,sugarkiwifo,Female,61.20180919,102.1795628,Urban
C11506,jacksoncxpvk3,Female,61.84496574,110.9816255,Urban
C11507,zuwringenoq,Male,68.3685971,164.9033283,Rural
C11508,allyoogn,Male,65.05718061,150.5808782,Rural
C11509,Varejkami7o,Female,58.5921355,105.8081897,Urban
C11510,Coagtraugdg,Male,74.16131438,223.6129532,Urban
C11511,meggie00moox4,Female,62.67869575,136.4958603,Urban
C11512,imlayetovm,Male,70.39854359,179.4248818,Rural
C11513,andin0u,Female,64.19431228,135.971015,Urban
C11514,amc1405m,Male,69.97228132,188.6259112,Urban
C11515,dele1te5j,Female,60.65521774,119.056287,Urban
C11516,guadiato16wy,Male,71.52900148,220.9406503,Urban
C11517,bortreadaxo,Female,67.51136202,159.9497258,Rural
C11518,viemiabooma73,Female,61.25357895,109.6817579,Urban
C11519,Goldbuch0y,Female,64.22635542,152.9721083,Rural
C11520,motefargex2,Female,61.04527083,122.5618347,Rural
C11521,Saturnusuli,Male,63.648144,160.8751088,Rural
C11522,parkwayr1,Female,66.12120307,144.9394305,Rural
C11523,fefsMoitteepz,Female,62.41587974,121.0337281,Rural
C11524,sadno5l,Male,69.36856184,182.0932794,Rural
C11525,abrutirasir,Female,60.12416782,109.3889284,Rural
C11526,geheertcj,Female,63.29271228,129.0014617,Urban
C11527,Durrani7o,Female,63.88751514,124.7533776,Urban
C11528,lesautokv,Male,70.3524998,185.8645946,Urban
C11529,mscleosirib,Female,55.66820212,68.98253009,Urban
C11530,ad2474753,Female,62.26072544,128.4516095,Urban
C11531,Gerbermx,Male,69.36005929,177.7424282,Urban
C11532,Basiswelt28,Male,73.86589046,223.4647469,Rural
C11533,ostvareno2z,Female,58.65717685,113.8802637,Rural
C11534,tubhailtq2,Female,60.24335877,131.6611102,Urban
C11535,SlileKiclareew2,Male,69.81202171,188.0649839,Urban
C11536,blogdustaffqy,Male,71.46433269,203.6329516,Rural
C11537,Kajamamp,Female,65.53331272,148.0520704,Rural
C11538,burkalou1,Female,64.15040274,144.985146,Urban
C11539,meine3y,Female,54.87372753,78.60667031,Urban
C11540,stimpeljewr,Male,69.96391207,191.0654475,Rural
C11541,salarizat7r,Female,58.52542646,107.7924965,Rural
C11542,Alabandaax,Male,66.43368365,173.9950068,Urban
C11543,larecreativewz,Male,70.03144065,197.6927564,Rural
C11544,Nawungasea2,Female,59.12503148,90.520784,Rural
C11545,wonoo85r5,Female,65.18693459,135.4323409,Urban
C11546,TarChoomaffokeh,Female,61.10363728,111.5743769,Rural
C11547,onhuts75,Female,62.54787795,125.5980263,Urban
C11548,empilkVenceneot,Male,70.21362908,189.6582738,Rural
C11549,Ferdani95,Male,67.14365457,182.6091392,Urban
C11550,Laplasie39,Male,69.86119695,179.6624965,Rural
C11551,radiostelcs,Male,68.95153509,193.4351185,Urban
C11552,mummakp,Female,60.51154888,123.6937183,Rural
C11553,Genuese7o,Male,63.99289908,154.9631741,Rural
C11554,pokornog2x,Female,63.34757996,134.9773741,Rural
C11555,ladytoki6i,Female,65.16767392,135.7148238,Urban
C11556,ikammezamd,Male,66.83287821,180.683887,Urban
C11557,amekupigazd,Male,66.87536305,169.6356405,Urban
C11558,gumijik1,Female,61.51263698,133.9929242,Urban
C11559,rhyddnizm,Female,62.99354977,136.6739086,Urban
C11560,Halbauds,Female,64.25475995,143.3638501,Rural
C11561,Apostelzi,Female,62.38459711,134.787501,Rural
C11562,fradau1w,Female,60.8155622,132.174817,Urban
C11563,karinakinokp,Female,62.60225846,117.1309202,Rural
C11564,poprskanuyb,Male,72.08020115,202.8672367,Urban
C11565,Setzernb,Female,68.55456816,151.7860393,Rural
C11566,glapats98,Male,69.3803027,194.7495235,Urban
C11567,86SDVPXv2,Male,68.67987369,196.1516228,Rural
C11568,caucushispanowf,Male,64.49971018,164.7231305,Urban
C11569,odlijepe6n,Male,69.38099479,199.85092,Urban
C11570,Riannaye,Female,64.79870466,143.8262648,Urban
C11571,Dracopolihq,Male,68.53477063,186.7031045,Rural
C11572,obrasti35,Female,60.65965538,117.9311163,Rural
C11573,maveplaskbs,Male,68.8629876,192.0275342,Urban
C11574,cabstarjb,Male,70.94944345,189.7030888,Urban
C11575,AbocaGawLatowsy,Male,63.71495133,139.4111453,Rural
C11576,smailaujagk,Male,73.54118433,212.0303757,Urban
C11577,uc5ulio,Male,63.95849617,138.5765641,Rural
C11578,Marylandazl,Male,70.24836011,202.921364,Rural
C11579,pandamanu3,Female,63.73223951,154.6552726,Urban
C11580,Klarissahm,Female,63.32285136,130.8751159,Rural
C11581,iiiimop8w,Female,62.23463299,118.8527054,Rural
C11582,kakaovacro,Female,61.82747755,122.7661667,Rural
C11583,kraalhoofs3,Male,70.42473053,197.9075211,Urban
C11584,kivan48,Female,63.74925332,133.5115409,Urban
C11585,paypolleasypl,Female,62.20503763,122.9178819,Rural
C11586,ubrajh,Male,72.0372678,209.9347076,Rural
C11587,Facchioj,Male,72.63310674,208.0662569,Urban
C11588,Vielfrass3t,Male,67.25301569,152.2121558,Urban
C11589,styx82cy,Female,62.3047031,119.1174236,Urban
C11590,ysgubell31,Female,65.42024381,142.7267859,Rural
C11591,fiktac1,Female,64.50565391,143.0434578,Rural
C11592,stace112zw,Female,63.73767196,137.9402895,Rural
C11593,Bozzanga5x,Female,64.12861624,145.2368054,Urban
C11594,kjerreveglq,Female,63.06759488,133.6593936,Rural
C11595,subrosque8f,Male,71.7967672,209.3793102,Urban
C11596,lombi3q,Female,64.69905823,147.2045478,Rural
C11597,morbidloren3t,Female,64.76544982,150.5606753,Urban
C11598,lutale2e,Female,62.15153903,117.6226431,Rural
C11599,Prelogihdn,Female,61.28620543,132.2743043,Urban
C11600,hectorlucenalr,Female,66.06276486,160.2922506,Urban
C11601,arkitectuszl,Female,63.82601773,153.8461075,Urban
C11602,Krillesky,Female,63.13505206,121.538248,Urban
C11603,i2m1hzz,Female,62.37374997,121.7442243,Urban
C11604,SymnSwosseLomg3,Male,68.80992256,186.9088165,Rural
C11605,Sinsheimfz,Female,62.80619937,116.7333151,Urban
C11606,terremotosprlm,Male,73.8418844,214.0325038,Urban
C11607,ptasiqn,Male,73.6661888,208.3661793,Rural
C11608,johnyzyvk,Female,66.16753664,153.7504439,Rural
C11609,tammiiixu,Male,62.53713921,159.6459962,Rural
C11610,kleurtuo,Female,69.32361357,166.6375555,Rural
C11611,Rumiattoj3,Male,65.71570858,163.0080369,Urban
C11612,hincharaned,Male,70.05933098,225.014368,Rural
C11613,blaendorq3,Female,64.98434093,142.3706435,Rural
C11614,Cunreuth99,Female,62.02647968,123.172684,Urban
C11615,Mandlov5o,Female,64.30821149,140.879463,Urban
C11616,enledissisf,Female,65.56418373,164.5642724,Rural
C11617,bakhodet0,Male,74.45849777,209.9487684,Rural
C11618,geeeee9g,Male,66.94445374,177.0260878,Rural
C11619,lannelikgp,Female,62.44733352,122.6068065,Urban
C11620,farcimxe,Female,62.73540861,129.755778,Rural
C11621,navztekatdp,Male,73.07197695,206.790142,Rural
C11622,lollygagglesp3,Female,66.24936131,140.7994885,Rural
C11623,inviernosports3,Male,71.03559542,214.475994,Rural
C11624,zergxes47,Female,60.50076559,120.9969839,Urban
C11625,Quebecowic1,Male,66.42424798,169.4056189,Urban
C11626,Gaillotx5,Male,65.93964742,177.2854147,Urban
C11627,enhatoevavyql,Male,68.32366764,183.5868604,Rural
C11628,kermitou3o0,Male,70.40231926,190.8280374,Urban
